date	source	country	level	area	tot_case	cur_admit	tot_recover	tot_death	house
20140120	NEJMoa1404505	GIN	3	Kissidougou 	0			0	0
20140120	NEJMoa1404505	GIN	3	Macenta 	0			0	0
20140120	NEJMoa1404505	GIN	3	Guéckédou	10			7	0
20140127	NEJMoa1404505	GIN	1	Guinea	15			10	0
20140127	NEJMoa1404505	GIN	3	Kissidougou 	0			0	0
20140127	NEJMoa1404505	GIN	3	Macenta 	0			0	0
20140127	NEJMoa1404505	GIN	3	Guéckédou	15			10	0
20140203	NEJMoa1404505	GIN	1	Guinea	18			15	0
20140203	NEJMoa1404505	GIN	3	Kissidougou 	0			0	0
20140203	NEJMoa1404505	GIN	3	Macenta 	0			0	0
20140203	NEJMoa1404505	GIN	3	Guéckédou	18			15	0
20140210	NEJMoa1404505	GIN	1	Guinea	22			18	0
20140210	NEJMoa1404505	GIN	3	Kissidougou 	0			0	0
20140210	NEJMoa1404505	GIN	3	Macenta 	2			0	0
20140210	NEJMoa1404505	GIN	3	Guéckédou	20			18	0
20140217	NEJMoa1404505	GIN	1	Guinea	39			22	0
20140217	NEJMoa1404505	GIN	3	Kissidougou 	0			0	0
20140217	NEJMoa1404505	GIN	3	Macenta 	5			2	0
20140217	NEJMoa1404505	GIN	3	Guéckédou	34			20	0
20140224	NEJMoa1404505	GIN	1	Guinea	48			34	0
20140224	NEJMoa1404505	GIN	3	Kissidougou 	2			0	0
20140224	NEJMoa1404505	GIN	3	Macenta 	7			5	0
20140224	NEJMoa1404505	GIN	3	Guéckédou	39			29	0
20140303	NEJMoa1404505	GIN	1	Guinea	81			40	0
20140303	NEJMoa1404505	GIN	3	Kissidougou 	4			2	0
20140303	NEJMoa1404505	GIN	3	Macenta 	14			7	0
20140303	NEJMoa1404505	GIN	3	Guéckédou	63			31	0
20140310	NEJMoa1404505	GIN	1	Guinea	100			65	0
20140310	NEJMoa1404505	GIN	3	Kissidougou 	7			3	0
20140310	NEJMoa1404505	GIN	3	Macenta 	19			12	0
20140310	NEJMoa1404505	GIN	3	Guéckédou	74			50	0
20140317	NEJMoa1404505	GIN	1	Guinea	111			72	0
20140317	NEJMoa1404505	GIN	3	Kissidougou 	8			5	0
20140317	NEJMoa1404505	GIN	3	Macenta 	23			12	0
20140317	NEJMoa1404505	GIN	3	Guéckédou	80			55	0
20140410	WHO	LBR	1	Liberia	12			2	0
20140410	WHO	LBR	3	Lofa	9				0
20140410	WHO	LBR	3	Montserrado	1			1	0
20140410	WHO	LBR	3	Margibi	1			1	0
20140410	WHO	LBR	3	Nimba	1			0	0
20140502	WHO	GIN	1	Guinea	226			149	0
20140502	WHO	GIN	3	Conakry	53			24	0
20140502	WHO	GIN	3	Guéckédou	140			99	0
20140502	WHO	GIN	3	Macenta	22			16	0
20140502	WHO	GIN	3	Kissidougou	6			5	0
20140502	WHO	GIN	3	Dabola	4			4	0
20140502	WHO	GIN	3	Djinguiraye	1			1	0
20140505	WHO	GIN	1	Guinea	231			155	0
20140505	WHO	GIN	3	Conakry	53			24	0
20140505	WHO	GIN	3	Guéckédou	145			105	0
20140505	WHO	GIN	3	Macenta	22			16	0
20140505	WHO	GIN	3	Kissidougou	6			5	0
20140505	WHO	GIN	3	Dabola	4			4	0
20140505	WHO	GIN	3	Djinguiraye	1			1	0
20140507	WHO	GIN	1	Guinea	235			157	0
20140507	WHO	GIN	3	Conakry	53			24	0
20140507	WHO	GIN	3	Guéckédou	149			107	0
20140507	WHO	GIN	3	Macenta	22			16	0
20140507	WHO	GIN	3	Kissidougou	6			5	0
20140507	WHO	GIN	3	Dabola	4			4	0
20140507	WHO	GIN	3	Djinguiraye	1			1	0
20140509	WHO	GIN	1	Guinea	237			158	0
20140509	WHO	GIN	3	Conakry	53			24	0
20140509	WHO	GIN	3	Guéckédou	151			108	0
20140509	WHO	GIN	3	Macenta	22			16	0
20140509	WHO	GIN	3	Kissidougou	6			5	0
20140509	WHO	GIN	3	Dabola	4			4	0
20140509	WHO	GIN	3	Djinguiraye	1			1	0
20140510	WHO	GIN	1	Guinea	233			157	0
20140510	WHO	GIN	3	Conakry	50			24	0
20140510	WHO	GIN	3	Guéckédou	149			106	0
20140510	WHO	GIN	3	Macenta	23			17	0
20140510	WHO	GIN	3	Kissidougou	6			5	0
20140510	WHO	GIN	3	Dabola	4			4	0
20140510	WHO	GIN	3	Djinguiraye	1			1	0
20140515	WHO	GIN	1	Guinea	246			170	0
20140515	WHO	GIN	3	Conakry	50			24	0
20140515	WHO	GIN	3	Guéckédou	163			119	0
20140515	WHO	GIN	3	Macenta	22			17	0
20140515	WHO	GIN	3	Kissidougou	6			5	0
20140515	WHO	GIN	3	Dabola	4			4	0
20140515	WHO	GIN	3	Djinguiraye	1			1	0
20140518	WHO	GIN	1	Guinea	251			175	0
20140518	WHO	GIN	3	Conakry	50			25	0
20140518	WHO	GIN	3	Guéckédou	168			123	0
20140518	WHO	GIN	3	Macenta	22			17	0
20140518	WHO	GIN	3	Kissidougou	6			5	0
20140518	WHO	GIN	3	Dabola	4			4	0
20140518	WHO	GIN	3	Djinguiraye	1			1	0
20140523	WHO	GIN	1	Guinea	256			173	0
20140523	WHO	GIN	3	Conakry	50			25	0
20140523	WHO	GIN	3	Guéckédou	170			121	0
20140523	WHO	GIN	3	Macenta	22			17	0
20140523	WHO	GIN	3	Kissidougou	6			5	0
20140523	WHO	GIN	3	Dabola	4			4	0
20140523	WHO	GIN	3	Djinguiraye	1			1	0
20140523	WHO	GIN	3	Télimélé	3			0	0
20140523	WHO	SLE	1	SierraLeone	0			0	0
20140527	WHO	GIN	1	Guinea	266			181	0
20140527	WHO	GIN	3	Conakry	48			26	0
20140527	WHO	GIN	3	Guéckédou	176			126	0
20140527	WHO	GIN	3	Macenta	31			19	0
20140527	WHO	GIN	3	Kissidougou	6			5	0
20140527	WHO	GIN	3	Dabola	4			4	0
20140527	WHO	GIN	3	Djinguiraye	1			1	0
20140527	WHO	SLE	1	SierraLeone	16			5	0
20140529	WHO	SLE	1	SierraLeone	50			6	0
20140601	WHO	SLE	1	SierraLeone	79			6	0
20140601	WHO	SLE	3	Kailahun	41			6	0
20140601	WHO	SLE	3	Kenema	3			0	0
20140601	WHO	SLE	3	WesternAreaUrban	1			0	0
20140605	WHO	SLE	1	SierraLeone	81			6	0
20140606	WHO	SLE	1	SierraLeone	89			7	0
20140607	WHO	GIN	1	Guinea	345			225	0
20140607	WHO	GIN	3	Conakry	67			29	0
20140607	WHO	GIN	3	Guéckédou	194			146	0
20140607	WHO	GIN	3	Macenta	41			27	0
20140607	WHO	GIN	3	Kissidougou	6			5	0
20140607	WHO	GIN	3	Dabola	4			4	0
20140607	WHO	GIN	3	Djinguiraye	1			1	0
20140607	WHO	GIN	3	Télimélé	25			7	0
20140607	WHO	GIN	3	Boffa	7			6	0
20140607	WHO	GIN	3	Kouroussa	1			1	0
20140615	WHO	SLE	1	SierraLeone	95			46	0
20140616	Liberia_MoH_sitRep	LBR	1	Liberia	22	5		16	0
20140616	Liberia_MoH_sitRep	LBR	3	Bomi					0
20140616	Liberia_MoH_sitRep	LBR	3	Bong					0
20140616	Liberia_MoH_sitRep	LBR	3	GrandKru					0
20140616	Liberia_MoH_sitRep	LBR	3	Lofa	14	5		8	0
20140616	Liberia_MoH_sitRep	LBR	3	Margibi					0
20140616	Liberia_MoH_sitRep	LBR	3	Maryland					0
20140616	Liberia_MoH_sitRep	LBR	3	Monteserrado	8	0		0	0
20140616	Liberia_MoH_sitRep	LBR	3	Nimba					0
20140616	Liberia_MoH_sitRep	LBR	3	RiverGee					0
20140616	Liberia_MoH_sitRep	LBR	3	RiverCess					0
20140616	Liberia_MoH_sitRep	LBR	3	Sinoe					0
20140617	WHO	GIN	1	Guinea	390			263	0
20140617	WHO	GIN	3	Conakry	70			33	0
20140617	WHO	GIN	3	Guéckédou	224			173	0
20140617	WHO	GIN	3	Macenta	41			28	0
20140617	WHO	GIN	3	Kissidougou	6			5	0
20140617	WHO	GIN	3	Dabola	4			4	0
20140617	WHO	GIN	3	Djinguiraye	1			1	0
20140617	WHO	GIN	3	Télimélé	25			9	0
20140617	WHO	GIN	3	Boffa	19			10	0
20140617	WHO	GIN	3	Kouroussa	1			1	0
20140617	Liberia_MoH_sitRep	LBR	1	Liberia	22	5		16	0
20140617	Liberia_MoH_sitRep	LBR	3	Bomi					0
20140617	Liberia_MoH_sitRep	LBR	3	Bong					0
20140617	Liberia_MoH_sitRep	LBR	3	GrandKru					0
20140617	Liberia_MoH_sitRep	LBR	3	Lofa	14	5		8	0
20140617	Liberia_MoH_sitRep	LBR	3	Margibi					0
20140617	Liberia_MoH_sitRep	LBR	3	Maryland					0
20140617	Liberia_MoH_sitRep	LBR	3	Monteserrado	8	0		0	0
20140617	Liberia_MoH_sitRep	LBR	3	Nimba					0
20140617	Liberia_MoH_sitRep	LBR	3	RiverGee					0
20140617	Liberia_MoH_sitRep	LBR	3	RiverCess					0
20140617	Liberia_MoH_sitRep	LBR	3	Sinoe					0
20140617	WHO	SLE	1	SierraLeone	114	53	13	50	0
20140617	WHO	SLE	3	Kailahun	92			46	0
20140617	WHO	SLE	3	Kenema	19			2	0
20140617	WHO	SLE	3	PortLoko	2			1	0
20140617	WHO	SLE	3	WesternAreaUrban	1			1	0
20140622	Liberia_MoH_sitRep	LBR	1	Liberia	26	10		16	0
20140622	Liberia_MoH_sitRep	LBR	3	Bomi					0
20140622	Liberia_MoH_sitRep	LBR	3	Bong					0
20140622	Liberia_MoH_sitRep	LBR	3	GrandKru					0
20140622	Liberia_MoH_sitRep	LBR	3	Lofa	18	10		8	0
20140622	Liberia_MoH_sitRep	LBR	3	Margibi					0
20140622	Liberia_MoH_sitRep	LBR	3	Maryland					0
20140622	Liberia_MoH_sitRep	LBR	3	Monteserrado	10	0		8	0
20140622	Liberia_MoH_sitRep	LBR	3	Nimba					0
20140622	Liberia_MoH_sitRep	LBR	3	RiverGee					0
20140622	Liberia_MoH_sitRep	LBR	3	RiverCess					0
20140622	Liberia_MoH_sitRep	LBR	3	Sinoe					0
20140623	WHO	GIN	1	Guinea	389			269	0
20140623	WHO	GIN	3	Conakry	65			33	0
20140623	WHO	GIN	3	Guéckédou	226			177	0
20140623	WHO	GIN	3	Macenta	41			28	0
20140623	WHO	GIN	3	Kissidougou	6			5	0
20140623	WHO	GIN	3	Dabola	4			4	0
20140623	WHO	GIN	3	Djinguiraye	1			1	0
20140623	WHO	GIN	3	Télimélé	25			9	0
20140623	WHO	GIN	3	Boffa	21			12	0
20140623	WHO	GIN	3	Kouroussa	1			1	0
20140623	WHO	SLE	1	SierraLeone	157			36	0
20140623	WHO	SLE	3	Kailahun	135			32	0
20140623	WHO	SLE	3	Kenema	19			2	0
20140623	WHO	SLE	3	PortLoko	1			1	0
20140623	WHO	SLE	3	WesternAreaUrban	2			1	0
20140624	Liberia_MoH_sitRep	LBR	1	Liberia	42	15		25	0
20140624	Liberia_MoH_sitRep	LBR	3	Bomi					0
20140624	Liberia_MoH_sitRep	LBR	3	Bong					0
20140624	Liberia_MoH_sitRep	LBR	3	GrandKru					0
20140624	Liberia_MoH_sitRep	LBR	3	Lofa	31	15		14	0
20140624	Liberia_MoH_sitRep	LBR	3	Margibi					0
20140624	Liberia_MoH_sitRep	LBR	3	Maryland					0
20140624	Liberia_MoH_sitRep	LBR	3	Monteserrado	11	0		11	0
20140624	Liberia_MoH_sitRep	LBR	3	Nimba					0
20140624	Liberia_MoH_sitRep	LBR	3	RiverGee					0
20140624	Liberia_MoH_sitRep	LBR	3	RiverCess					0
20140624	Liberia_MoH_sitRep	LBR	3	Sinoe					0
20140624		SLE	1	SierraLeone		45	15		0
20140625	Liberia_MoH_sitRep	LBR	1	Liberia	54	25		32	0
20140625	Liberia_MoH_sitRep	LBR	3	Bomi					0
20140625	Liberia_MoH_sitRep	LBR	3	Bong					0
20140625	Liberia_MoH_sitRep	LBR	3	GrandKru					0
20140625	Liberia_MoH_sitRep	LBR	3	Lofa	38	20		17	0
20140625	Liberia_MoH_sitRep	LBR	3	Margibi					0
20140625	Liberia_MoH_sitRep	LBR	3	Maryland					0
20140625	Liberia_MoH_sitRep	LBR	3	Monteserrado	16	5		15	0
20140625	Liberia_MoH_sitRep	LBR	3	Nimba					0
20140625	Liberia_MoH_sitRep	LBR	3	RiverGee					0
20140625	Liberia_MoH_sitRep	LBR	3	RiverCess					0
20140625	Liberia_MoH_sitRep	LBR	3	Sinoe					0
20140625		SLE	1	SierraLeone					0
20140627	Liberia_MoH_sitRep	LBR	1	Liberia	61	25		37	0
20140627	Liberia_MoH_sitRep	LBR	3	Bomi					0
20140627	Liberia_MoH_sitRep	LBR	3	Bong					0
20140627	Liberia_MoH_sitRep	LBR	3	GrandKru					0
20140627	Liberia_MoH_sitRep	LBR	3	Lofa	42	20		19	0
20140627	Liberia_MoH_sitRep	LBR	3	Margibi	2	0		0	0
20140627	Liberia_MoH_sitRep	LBR	3	Maryland				0	0
20140627	Liberia_MoH_sitRep	LBR	3	Monteserrado	17	5		18	0
20140627	Liberia_MoH_sitRep	LBR	3	Nimba					0
20140627	Liberia_MoH_sitRep	LBR	3	RiverGee					0
20140627	Liberia_MoH_sitRep	LBR	3	RiverCess					0
20140627	Liberia_MoH_sitRep	LBR	3	Sinoe					0
20140627		SLE	1	SierraLeone		48	18		0
20140628	Liberia_MoH_sitRep	LBR	1	Liberia				48	0
20140628	Liberia_MoH_sitRep	LBR	3	Bomi				0	0
20140628	Liberia_MoH_sitRep	LBR	3	Bong				0	0
20140628	Liberia_MoH_sitRep	LBR	3	GrandKru				0	0
20140628	Liberia_MoH_sitRep	LBR	3	Lofa				26	0
20140628	Liberia_MoH_sitRep	LBR	3	Margibi				2	0
20140628	Liberia_MoH_sitRep	LBR	3	Maryland				0	0
20140628	Liberia_MoH_sitRep	LBR	3	Monteserrado				20	0
20140628	Liberia_MoH_sitRep	LBR	3	Nimba				0	0
20140628	Liberia_MoH_sitRep	LBR	3	RiverGee				0	0
20140628	Liberia_MoH_sitRep	LBR	3	RiverCess				0	0
20140628	Liberia_MoH_sitRep	LBR	3	Sinoe				0	0
20140628		SLE	1	SierraLeone		44	22		0
20140629	Liberia_MoH_sitRep	LBR	1	Liberia	88	25		49	0
20140629	Liberia_MoH_sitRep	LBR	3	Bomi		0		0	0
20140629	Liberia_MoH_sitRep	LBR	3	Bong		0		0	0
20140629	Liberia_MoH_sitRep	LBR	3	GrandKru		0		0	0
20140629	Liberia_MoH_sitRep	LBR	3	Lofa	61	19		27	0
20140629	Liberia_MoH_sitRep	LBR	3	Margibi	3	0		2	0
20140629	Liberia_MoH_sitRep	LBR	3	Maryland		0		0	0
20140629	Liberia_MoH_sitRep	LBR	3	Monteserrado	24	6		20	0
20140629	Liberia_MoH_sitRep	LBR	3	Nimba		0		0	0
20140629	Liberia_MoH_sitRep	LBR	3	RiverGee		0		0	0
20140629	Liberia_MoH_sitRep	LBR	3	RiverCess		0		0	0
20140629	Liberia_MoH_sitRep	LBR	3	Sinoe		0		0	0
20140629		SLE	1	SierraLeone		46	23		0
20140630	WHO	GIN	1	Guinea	413			303	0
20140630	WHO	SLE	1	SierraLeone	239	49	23	99	0
20140701	Liberia_MoH_sitRep	LBR	1	Liberia	90	25		49	0
20140701	Liberia_MoH_sitRep	LBR	3	Bomi		0		0	0
20140701	Liberia_MoH_sitRep	LBR	3	Bong		0		0	0
20140701	Liberia_MoH_sitRep	LBR	3	GrandKru		0		0	0
20140701	Liberia_MoH_sitRep	LBR	3	Lofa	61	19		27	0
20140701	Liberia_MoH_sitRep	LBR	3	Margibi	3	0		2	0
20140701	Liberia_MoH_sitRep	LBR	3	Maryland		0		0	0
20140701	Liberia_MoH_sitRep	LBR	3	Monteserrado	26	6		20	0
20140701	Liberia_MoH_sitRep	LBR	3	Nimba		0		0	0
20140701	Liberia_MoH_sitRep	LBR	3	RiverGee		0		0	0
20140701	Liberia_MoH_sitRep	LBR	3	RiverCess		0		0	0
20140701	Liberia_MoH_sitRep	LBR	3	Sinoe		0		0	0
20140702	WHO	GIN	1	Guinea	412			305	0
20140702	Liberia_MoH_sitRep	LBR	1	Liberia	100	19		61	0
20140702	Liberia_MoH_sitRep	LBR	3	Bomi		0		0	0
20140702	Liberia_MoH_sitRep	LBR	3	Bong		0		0	0
20140702	Liberia_MoH_sitRep	LBR	3	GrandKru		0		0	0
20140702	Liberia_MoH_sitRep	LBR	3	Lofa	64	15		32	0
20140702	Liberia_MoH_sitRep	LBR	3	Margibi	3	0		2	0
20140702	Liberia_MoH_sitRep	LBR	3	Maryland		0		0	0
20140702	Liberia_MoH_sitRep	LBR	3	Monteserrado	33	4		27	0
20140702	Liberia_MoH_sitRep	LBR	3	Nimba		0		0	0
20140702	Liberia_MoH_sitRep	LBR	3	RiverGee		0		0	0
20140702	Liberia_MoH_sitRep	LBR	3	RiverCess		0		0	0
20140702	Liberia_MoH_sitRep	LBR	3	Sinoe		0		0	0
20140702		SLE	1	SierraLeone	252	58	28	101	0
20140703	Liberia_MoH_sitRep	LBR	1	Liberia	104	18		66	0
20140703	Liberia_MoH_sitRep	LBR	3	Bomi		0		0	0
20140703	Liberia_MoH_sitRep	LBR	3	Bong		0		0	0
20140703	Liberia_MoH_sitRep	LBR	3	GrandKru		0		0	0
20140703	Liberia_MoH_sitRep	LBR	3	Lofa	67	13		35	0
20140703	Liberia_MoH_sitRep	LBR	3	Margibi	3	0		2	0
20140703	Liberia_MoH_sitRep	LBR	3	Maryland		0		0	0
20140703	Liberia_MoH_sitRep	LBR	3	Monteserrado	34	5		29	0
20140703	Liberia_MoH_sitRep	LBR	3	Nimba		0		0	0
20140703	Liberia_MoH_sitRep	LBR	3	RiverGee		0		0	0
20140703	Liberia_MoH_sitRep	LBR	3	RiverCess		0		0	0
20140703	Liberia_MoH_sitRep	LBR	3	Sinoe		0		0	0
20140706	WHO	GIN	1	Guinea	408			307	0
20140706		SLE	1	SierraLeone	305	89	32	127	0
20140707	Liberia_MoH_sitRep	LBR	1	Liberia	108	18		70	0
20140707	Liberia_MoH_sitRep	LBR	3	Bomi		0		0	0
20140707	Liberia_MoH_sitRep	LBR	3	Bong		0		0	0
20140707	Liberia_MoH_sitRep	LBR	3	GrandKru		0		0	0
20140707	Liberia_MoH_sitRep	LBR	3	Lofa	67	13		35	0
20140707	Liberia_MoH_sitRep	LBR	3	Margibi	3	0		2	0
20140707	Liberia_MoH_sitRep	LBR	3	Maryland		0		0	0
20140707	Liberia_MoH_sitRep	LBR	3	Monteserrado	38	5		33	0
20140707	Liberia_MoH_sitRep	LBR	3	Nimba		0		0	0
20140707	Liberia_MoH_sitRep	LBR	3	RiverGee		0		0	0
20140707	Liberia_MoH_sitRep	LBR	3	RiverCess		0		0	0
20140707	Liberia_MoH_sitRep	LBR	3	Sinoe		0		0	0
20140707		SLE	1	SierraLeone		92	34		0
20140708	WHO	GIN	1	Guinea	409			309	0
20140708	Liberia_MoH_sitRep	LBR	1	Liberia	130	14		78	0
20140708	Liberia_MoH_sitRep	LBR	3	Bomi		0		0	0
20140708	Liberia_MoH_sitRep	LBR	3	Bong		0		0	0
20140708	Liberia_MoH_sitRep	LBR	3	GrandKru		0		0	0
20140708	Liberia_MoH_sitRep	LBR	3	Lofa	86	9		41	0
20140708	Liberia_MoH_sitRep	LBR	3	Margibi	3	0		2	0
20140708	Liberia_MoH_sitRep	LBR	3	Maryland		0		0	0
20140708	Liberia_MoH_sitRep	LBR	3	Monteserrado	41	5		35	0
20140708	Liberia_MoH_sitRep	LBR	3	Nimba		0		0	0
20140708	Liberia_MoH_sitRep	LBR	3	RiverGee		0		0	0
20140708	Liberia_MoH_sitRep	LBR	3	RiverCess		0		0	0
20140708	Liberia_MoH_sitRep	LBR	3	Sinoe		0		0	0
20140708	WHO	SLE	1	SierraLeone	337			142	0
20140709		SLE	1	SierraLeone		93	39		0
20140710	Liberia_MoH_sitRep	LBR	1	Liberia	133	14		80	0
20140710	Liberia_MoH_sitRep	LBR	3	Bomi		0		0	0
20140710	Liberia_MoH_sitRep	LBR	3	Bong		0		0	0
20140710	Liberia_MoH_sitRep	LBR	3	GrandKru		0		0	0
20140710	Liberia_MoH_sitRep	LBR	3	Lofa	86	8		42	0
20140710	Liberia_MoH_sitRep	LBR	3	Margibi	3	0		2	0
20140710	Liberia_MoH_sitRep	LBR	3	Maryland		0		0	0
20140710	Liberia_MoH_sitRep	LBR	3	Monteserrado	44	6		36	0
20140710	Liberia_MoH_sitRep	LBR	3	Nimba		0		0	0
20140710	Liberia_MoH_sitRep	LBR	3	RiverGee		0		0	0
20140710	Liberia_MoH_sitRep	LBR	3	RiverCess		0		0	0
20140710	Liberia_MoH_sitRep	LBR	3	Sinoe		0		0	0
20140710		SLE	1	SierraLeone					0
20140711		SLE	1	SierraLeone					0
20140712	WHO	GIN	1	Guinea	406			304	0
20140712	WHO	SLE	1	SierraLeone	386		55	194	0
20140713	Liberia_MoH_sitRep	LBR	1	Liberia	137	10		85	0
20140713	Liberia_MoH_sitRep	LBR	3	Bomi	1	0		1	0
20140713	Liberia_MoH_sitRep	LBR	3	Bong		0		0	0
20140713	Liberia_MoH_sitRep	LBR	3	GrandKru		0		0	0
20140713	Liberia_MoH_sitRep	LBR	3	Lofa	87	3		46	0
20140713	Liberia_MoH_sitRep	LBR	3	Margibi	3	0		2	0
20140713	Liberia_MoH_sitRep	LBR	3	Maryland		0		0	0
20140713	Liberia_MoH_sitRep	LBR	3	Monteserrado	46	7		36	0
20140713	Liberia_MoH_sitRep	LBR	3	Nimba		0		0	0
20140713	Liberia_MoH_sitRep	LBR	3	RiverGee		0		0	0
20140713	Liberia_MoH_sitRep	LBR	3	RiverCess		0		0	0
20140713	Liberia_MoH_sitRep	LBR	3	Sinoe		0		0	0
20140713		SLE	1	SierraLeone		81	57		0
20140714	WHO	GIN	1	Guinea	411			310	0
20140714	WHO	SLE	1	SierraLeone	397	82	60	197	0
20140715		SLE	1	SierraLeone		85	60		0
20140716		SLE	1	SierraLeone		71	85		0
20140717	WHO	GIN	1	Guinea	410			310	0
20140717	Liberia_MoH_sitRep	LBR	1	Liberia	164	20		94	0
20140717	Liberia_MoH_sitRep	LBR	3	Bomi	1	0		1	0
20140717	Liberia_MoH_sitRep	LBR	3	Bong		0		0	0
20140717	Liberia_MoH_sitRep	LBR	3	GrandKru		0		0	0
20140717	Liberia_MoH_sitRep	LBR	3	Lofa	104	15		49	0
20140717	Liberia_MoH_sitRep	LBR	3	Margibi	3	0		2	0
20140717	Liberia_MoH_sitRep	LBR	3	Maryland		0		0	0
20140717	Liberia_MoH_sitRep	LBR	3	Monteserrado	55	5		42	0
20140717	Liberia_MoH_sitRep	LBR	3	Nimba		0		0	0
20140717	Liberia_MoH_sitRep	LBR	3	RiverGee		0		0	0
20140717	Liberia_MoH_sitRep	LBR	3	RiverCess		0		0	0
20140717	Liberia_MoH_sitRep	LBR	3	Sinoe		0		0	0
20140717	WHO	SLE	1	SierraLeone	442	61	89	206	0
20140718		SLE	1	SierraLeone		65	92		0
20140719		SLE	1	SierraLeone		75	96		0
20140720	WHO	GIN	1	Guinea	415			314	0
20140720	Liberia_MoH_sitRep	LBR	1	Liberia	188	24		108	0
20140720	Liberia_MoH_sitRep	LBR	3	Bomi	2	0		2	0
20140720	Liberia_MoH_sitRep	LBR	3	Bong	4	0		0	0
20140720	Liberia_MoH_sitRep	LBR	3	GrandKru		0		0	0
20140720	Liberia_MoH_sitRep	LBR	3	Lofa	113	15		53	0
20140720	Liberia_MoH_sitRep	LBR	3	Margibi	3	0		2	0
20140720	Liberia_MoH_sitRep	LBR	3	Maryland		0		0	0
20140720	Liberia_MoH_sitRep	LBR	3	Monteserrado	63	9		51	0
20140720	Liberia_MoH_sitRep	LBR	3	Nimba		0		0	0
20140720	Liberia_MoH_sitRep	LBR	3	RiverGee		0		0	0
20140720	Liberia_MoH_sitRep	LBR	3	RiverCess		0		0	0
20140720	Liberia_MoH_sitRep	LBR	3	Sinoe		0		0	0
20140720		SLE	1	SierraLeone	454			219	0
20140723	WHO	GIN	1	Guinea	427			319	0
20140723	WHO	SLE	1	SierraLeone	525	65	108	224	0
20140724	Liberia_MoH_sitRep	LBR	1	Liberia	216	27		116	0
20140724	Liberia_MoH_sitRep	LBR	3	Bomi	2	0		2	0
20140724	Liberia_MoH_sitRep	LBR	3	Bong	19	0		2	0
20140724	Liberia_MoH_sitRep	LBR	3	GrandKru		0		0	0
20140724	Liberia_MoH_sitRep	LBR	3	Lofa	118	13		55	0
20140724	Liberia_MoH_sitRep	LBR	3	Margibi	3	0		2	0
20140724	Liberia_MoH_sitRep	LBR	3	Maryland		0		0	0
20140724	Liberia_MoH_sitRep	LBR	3	Monteserrado	70	14		55	0
20140724	Liberia_MoH_sitRep	LBR	3	Nimba	4	0		0	0
20140724	Liberia_MoH_sitRep	LBR	3	RiverGee		0		0	0
20140724	Liberia_MoH_sitRep	LBR	3	RiverCess		0		0	0
20140724	Liberia_MoH_sitRep	LBR	3	Sinoe		0		0	0
20140725		SLE	1	SierraLeone		73	116		0
20140726	Liberia_MoH_sitRep	LBR	1	Liberia	288	29		136	0
20140726	Liberia_MoH_sitRep	LBR	3	Bomi	13	0		2	0
20140726	Liberia_MoH_sitRep	LBR	3	Bong	35	0		7	0
20140726	Liberia_MoH_sitRep	LBR	3	Gbarpolu		0		0	0
20140726	Liberia_MoH_sitRep	LBR	3	GrandBassa		0		0	0
20140726	Liberia_MoH_sitRep	LBR	3	GrandCapeMount		0		0	0
20140726	Liberia_MoH_sitRep	LBR	3	GrandGedeh		0		1	0
20140726	Liberia_MoH_sitRep	LBR	3	Lofa	142	13		66	0
20140726	Liberia_MoH_sitRep	LBR	3	Margibi	4	0		2	0
20140726	Liberia_MoH_sitRep	LBR	3	Maryland		0		0	0
